epoch,time_elapsed,exploration_rate,reward,max_q,score,loss
4584,36.25817012786865,0.09977102908551455,-1,2.441551446914673,0,0.13660433888435364
4600,36.79180145263672,0.09977022988511494,0.1,1.969435214996338,0,0.4675404131412506
4634,37.93171191215515,0.0997685315842658,-1,2.4760069847106934,0,0.07410304248332977
4684,39.61066246032715,0.09976603408301704,-1,2.634737968444824,0,0.05823173746466637
4700,40.15103793144226,0.09976523488261745,0.1,2.1843008995056152,0,0.9079000353813171
4703,40.25053834915161,0.09976508503254253,-1,2.772761583328247,0,0.9113797545433044
4755,41.98732948303223,0.09976248763124382,-1,2.633017063140869,0,0.08609838783740997
4800,43.497740745544434,0.09976023988011995,0.1,2.2500290870666504,0,0.07199225574731827
4805,43.66823601722717,0.09975999012999508,-1,2.410940170288086,0,0.5991634726524353
4855,45.342267990112305,0.09975749262874632,-1,2.438171148300171,0,0.1215609610080719
4900,46.84586024284363,0.09975524487762244,0.1,2.3248276710510254,0,0.13820035755634308
4910,47.1796817779541,0.0997547453773727,-1,3.436310291290283,0,0.9130429029464722
4929,47.81575298309326,0.09975379632689817,-1,3.2027204036712646,0,0.6766611933708191
4948,48.44605898857117,0.09975284727642364,-1,3.178328037261963,0,0.6583139896392822
4967,49.081695318222046,0.09975189822594911,-1,3.3036608695983887,0,0.0711502730846405
5000,50.190192461013794,0.09975024987512494,0.1,4.037382125854492,0,0.45699891448020935
5017,50.75998282432556,0.09974940072470037,-1,2.319458246231079,0,0.38625338673591614
5067,52.43117380142212,0.09974690322345162,-1,2.2630977630615234,0,1.0653645992279053
5100,53.53270363807678,0.09974525487262745,0.1,3.819772481918335,0,1.3101650476455688
5117,54.101831912994385,0.09974440572220286,-1,2.137892723083496,0,1.0024137496948242
5172,55.94959092140198,0.09974165847082925,-1,3.4643659591674805,0,0.35048815608024597
5191,56.5880913734436,0.09974070942035472,-1,3.5025103092193604,0,0.04351033642888069
5200,56.890671730041504,0.09974025987012994,0.1,1.4331166744232178,0,0.5773841142654419
5241,58.26323437690735,0.09973821191910597,-1,2.036140203475952,0,0.7767643332481384
5291,59.94253373146057,0.09973571441785721,-1,2.4340550899505615,0,0.09105034917593002
5300,60.242433071136475,0.09973526486763244,0.1,1.5968289375305176,0,0.0691014900803566
5377,62.81761193275452,0.09973141871570937,-1,1.584506630897522,0,0.0690612941980362
5400,63.5856819152832,0.09973026986513493,0.1,4.413462162017822,0,1.5969438552856445
5428,64.52455496788025,0.09972887126443564,-1,2.1366264820098877,0,0.1463146060705185
5478,66.2009847164154,0.09972637376318688,-1,2.124687671661377,0,0.07247940450906754
5500,66.94121503829956,0.09972527486263744,0.1,4.987778186798096,0,0.33263278007507324
5530,67.94195199012756,0.09972377636188819,-1,2.770120620727539,0,0.07989702373743057
5580,69.61340475082397,0.09972127886063943,-1,2.082685708999634,0,0.49562692642211914
5599,70.25177955627441,0.0997203298101649,-1,4.032163143157959,0,0.15898297727108002
5600,70.2838180065155,0.09972027986013994,0.1,2.8417797088623047,0,0.08229328691959381
5649,71.92938327789307,0.09971783230891616,-1,2.0776991844177246,0,0.08940722048282623
5700,73.63733530044556,0.09971528485764243,-1,2.182108163833618,0,0.08598343282938004
5750,75.31439137458801,0.09971278735639369,-1,1.9104636907577515,0,0.4071524143218994
5800,76.9982807636261,0.09971028985514493,-1,1.9077320098876953,0,0.11838889122009277
5850,78.99163222312927,0.09970779235389618,-1,2.595879077911377,0,0.9314097166061401
5869,79.64055514335632,0.09970684330342165,-1,3.607130765914917,0,0.5136814713478088
5900,80.68358039855957,0.09970529485264744,0.1,2.9205949306488037,0,0.4640939235687256
5919,81.32613039016724,0.09970434580217291,-1,2.156550884246826,0,1.1051862239837646
5969,83.04292845726013,0.09970184830092416,-1,2.186812162399292,0,0.09525798261165619
6000,84.09065270423889,0.09970029985014993,0.1,2.8508782386779785,0,0.13518933951854706
6019,84.72374176979065,0.0996993507996754,-1,2.241185426712036,0,0.32886064052581787
6069,86.40939927101135,0.09969685329842666,-1,1.8225114345550537,0,0.4899408221244812
6100,87.51369094848633,0.09969530484765243,0.1,2.6278958320617676,0,0.049722664058208466
6119,88.15372681617737,0.0996943557971779,-1,2.049245595932007,0,0.10694925487041473
6169,89.82971215248108,0.09969185829592915,-1,1.8463563919067383,0,0.0645240992307663
6200,90.87460136413574,0.09969030984515492,0.1,2.6887741088867188,0,0.33124029636383057
6219,91.51162981987,0.09968936079468041,-1,1.808768630027771,0,0.22255060076713562
6269,93.19655585289001,0.09968686329343165,-1,2.2475523948669434,0,0.056379593908786774
6300,94.24051904678345,0.09968531484265743,0.1,2.561805248260498,0,0.2396867275238037
6319,94.87328457832336,0.0996843657921829,-1,1.9073052406311035,0,0.417898952960968
6369,96.55077981948853,0.09968186829093414,-1,2.393983840942383,0,0.3549068868160248
6400,97.59343600273132,0.09968031984015993,0.1,2.9944193363189697,0,0.8499530553817749
6419,98.23373794555664,0.0996793707896854,-1,2.4721715450286865,0,0.4948374032974243
6469,99.90638422966003,0.09967687328843665,-1,1.6504502296447754,0,0.13762086629867554
6500,100.94123005867004,0.09967532483766242,0.1,2.742152214050293,0,0.1285977065563202
6519,101.58260679244995,0.0996743757871879,-1,1.9421439170837402,0,1.3335546255111694
6569,103.26333856582642,0.09967187828593915,-1,1.6318142414093018,0,0.14578604698181152
6600,104.30432868003845,0.09967032983516493,0.1,3.2187235355377197,0,0.6621868014335632
6619,104.941978931427,0.0996693807846904,-1,2.072260618209839,0,0.06464532762765884
6669,106.62764120101929,0.09966688328344164,-1,2.2475571632385254,0,0.7630295753479004
6700,107.66548323631287,0.09966533483266742,0.1,3.055342197418213,0,0.10090702027082443
6719,108.31222343444824,0.0996643857821929,-1,1.2480621337890625,0,1.8957475423812866
6769,109.99963760375977,0.09966188828094415,-1,1.3064849376678467,0,1.4052984714508057
6800,111.04431009292603,0.09966033983016992,0.1,3.6445374488830566,0,0.5880367755889893
6819,111.68260312080383,0.09965939077969539,-1,0.6495864987373352,0,0.8986524343490601
6869,113.367427110672,0.09965689327844665,-1,1.2720378637313843,0,0.20399312674999237
6900,114.40257000923157,0.09965534482767242,0.1,3.019965171813965,0,1.878562569618225
6919,115.04675197601318,0.0996543957771979,-1,0.8839612007141113,0,2.342128276824951
6969,116.72918391227722,0.09965189827594914,-1,1.4117218255996704,0,0.18286603689193726
7000,117.7716166973114,0.09965034982517491,0.1,3.8740639686584473,0,0.3632916808128357
7019,118.41067099571228,0.09964940077470039,-1,0.40655750036239624,0,0.5963931083679199
7069,120.09369039535522,0.09964690327345165,-1,0.8224363923072815,0,1.190300703048706
7100,121.13393664360046,0.09964535482267742,0.1,2.8039121627807617,0,0.3032490015029907
7119,121.77070426940918,0.09964440577220289,-1,0.7453023195266724,0,0.30370861291885376
7169,123.4505443572998,0.09964190827095414,-1,0.24816179275512695,0,0.48494452238082886
7200,124.49745583534241,0.09964035982017992,0.1,3.210813522338867,0,1.3217134475708008
7219,125.13330364227295,0.0996394107697054,-1,1.2373772859573364,0,0.44547396898269653
7269,126.81046223640442,0.09963691326845664,-1,1.3449232578277588,0,1.24201238155365
7300,127.85122323036194,0.09963536481768241,0.1,2.7974395751953125,0,0.9320184588432312
7319,128.48973321914673,0.09963441576720788,-1,1.4575881958007812,0,1.5632078647613525
7369,130.17070746421814,0.09963191826595914,-1,1.3805636167526245,0,0.4184762239456177
7400,131.20711970329285,0.09963036981518492,0.1,4.420228004455566,0,0.4083555340766907
7419,131.84710931777954,0.09962942076471039,-1,3.7323191165924072,0,0.6660540103912354
7469,133.52725529670715,0.09962692326346163,-1,0.5552586913108826,0,0.4513789415359497
7500,134.56334710121155,0.0996253748126874,0.1,3.489363431930542,0,0.6556123495101929
7519,135.19975233078003,0.09962442576221289,-1,1.649376392364502,0,0.5820546746253967
7575,137.08058309555054,0.09962162856081429,-1,12.18667221069336,0,1.095941185951233
7600,137.9182162284851,0.09962037981018991,0.1,4.723457336425781,0,0.5361912250518799
7628,138.86025619506836,0.09961898120949061,-1,2.2174134254455566,0,1.5113950967788696
7678,140.54434084892273,0.09961648370824186,-1,3.1982574462890625,0,0.5322023630142212
7700,141.27733612060547,0.09961538480769241,0.1,3.9013185501098633,0,0.49368295073509216
7728,142.2162013053894,0.0996139862069931,-1,0.790073812007904,0,0.3436279296875
7778,143.89847016334534,0.09961148870574436,-1,0.7567232847213745,0,0.41323238611221313
7800,144.6330361366272,0.0996103898051949,0.1,3.6295292377471924,0,0.5768409967422485
7828,145.57801938056946,0.09960899120449561,-1,1.0544122457504272,0,0.8662670254707336
7878,147.25769186019897,0.09960649370324685,-1,3.599386692047119,0,0.5508448481559753
7900,147.99816012382507,0.09960539480269741,0.1,4.35796594619751,0,0.8743599653244019
7928,148.93533658981323,0.09960399620199811,-1,2.5343785285949707,0,2.141836166381836
7978,150.81110453605652,0.09960149870074936,-1,0.7708740830421448,0,1.2319025993347168
8000,151.54802227020264,0.09960039980019991,0.1,4.692655563354492,0,1.3712728023529053
8029,152.5212745666504,0.09959895124947563,-1,1.846642255783081,0,2.2519984245300293
8079,154.20243334770203,0.09959645374822688,-1,2.0419678688049316,0,0.7046060562133789
8100,154.90819025039673,0.0995954047977024,0.1,3.1776914596557617,0,0.8187693953514099
8129,155.88194298744202,0.09959395624697813,-1,0.0799824520945549,0,1.2872008085250854
8179,157.55722880363464,0.09959145874572937,-1,1.0806535482406616,0,2.8054068088531494
8200,158.25722670555115,0.0995904097952049,0.1,5.086977005004883,0,0.5438620448112488
8233,159.35959458351135,0.09958876144438072,-1,7.245112895965576,0,0.4932519793510437
8283,161.03263473510742,0.09958626394313198,-1,0.3426593244075775,0,0.8909297585487366
8300,161.60454320907593,0.0995854147927074,0.1,5.936410903930664,0,1.7166171073913574
8333,162.70496559143066,0.09958376644188323,-1,0.9370088577270508,0,0.6891898512840271
8383,164.37999892234802,0.09958126894063447,-1,0.055721040815114975,0,0.5992262959480286
8400,164.95195245742798,0.0995804197902099,0.1,5.603965759277344,0,1.6193287372589111
8433,166.0622148513794,0.09957877143938572,-1,0.40558305382728577,0,1.541488528251648
8483,167.73528265953064,0.09957627393813698,-1,1.4425710439682007,0,0.5360056757926941
8500,168.30137133598328,0.0995754247877124,0.1,5.455568790435791,0,0.5388167500495911
8533,169.40399265289307,0.09957377643688822,-1,0.3927055895328522,0,0.7309809327125549
8583,171.07647323608398,0.09957127893563947,-1,1.0129624605178833,0,1.4899238348007202
8600,171.64751744270325,0.0995704297852149,0.1,5.504829406738281,0,0.5009352564811707
8633,172.74819421768188,0.09956878143439073,-1,1.8742680549621582,0,0.589314341545105
8683,174.41634106636047,0.09956628393314197,-1,2.5918970108032227,0,1.257179617881775
8700,174.9849853515625,0.0995654347827174,0.1,5.099969387054443,0,0.7990494966506958
8733,176.08534169197083,0.09956378643189322,-1,1.6213617324829102,0,1.0912935733795166
8783,177.7664885520935,0.09956128893064448,-1,1.9113211631774902,0,0.624770998954773
8800,178.33752965927124,0.09956043978021989,0.1,4.733246803283691,0,0.8080576062202454
8833,179.44325733184814,0.09955879142939572,-1,1.9632678031921387,0,0.5953567028045654
8883,181.11738395690918,0.09955629392814697,-1,1.2826833724975586,0,0.94126296043396
8900,181.68755674362183,0.0995554447777224,0.1,4.595548152923584,0,0.6164995431900024
8933,182.7924358844757,0.09955379642689823,-1,-0.17589709162712097,0,0.6540696024894714
8983,184.46525049209595,0.09955129892564947,-1,3.650773763656616,0,0.5628787279129028
9000,185.03289198875427,0.0995504497752249,0.1,4.931493282318115,0,0.6956339478492737
9033,186.1353554725647,0.09954880142440072,-1,-0.13486604392528534,0,0.5182260870933533
9083,187.80727100372314,0.09954630392315196,-1,0.07815296947956085,0,1.0225768089294434
9100,188.37628269195557,0.09954545477272739,0.1,4.363049507141113,0,0.2958504557609558
9133,189.4828360080719,0.09954380642190322,-1,0.4771397113800049,0,0.45779916644096375
9183,191.16353964805603,0.09954130892065446,-1,1.7857760190963745,0,2.1614809036254883
9200,191.73387503623962,0.09954045977022989,0.1,4.741433620452881,0,0.5019646883010864
9233,192.83886551856995,0.09953881141940571,-1,1.276503086090088,0,0.9637371301651001
9283,194.51401567459106,0.09953631391815697,-1,3.056856632232666,0,0.8745214939117432
9300,195.08277201652527,0.0995354647677324,0.1,4.477135181427002,0,0.2619965076446533
9333,196.1876916885376,0.09953381641690821,-1,0.6630861759185791,0,1.1314057111740112
9383,197.86431050300598,0.09953131891565946,-1,0.4364365339279175,0,0.4611527919769287
9400,198.4290919303894,0.09953046976523489,0.1,4.5626444816589355,0,0.5569185018539429
9433,199.52883553504944,0.09952882141441072,-1,1.0673316717147827,0,0.32534199953079224
9483,201.19807624816895,0.09952632391316196,-1,0.5070212483406067,0,0.8047932386398315
9500,201.76489162445068,0.09952547476273739,0.1,4.643165111541748,0,0.7883244752883911
9533,202.8696837425232,0.09952382641191321,-1,0.726681113243103,0,0.8188857436180115
9583,204.54714512825012,0.09952132891066447,-1,4.015852928161621,0,0.628990113735199
9600,205.11800408363342,0.09952047976023988,0.1,5.374176979064941,0,0.5282346606254578
9633,206.21816420555115,0.09951883140941571,-1,3.878065347671509,0,0.7998806238174438
9683,207.90288019180298,0.09951633390816696,-1,3.354048490524292,0,0.2893660068511963
9700,208.46879291534424,0.09951548475774238,0.1,3.7065443992614746,0,0.3143326938152313
9733,209.57488918304443,0.09951383640691822,-1,1.978087067604065,0,4.930415630340576
9783,211.24748182296753,0.09951133890566946,-1,3.2859749794006348,0,1.6749186515808105
9800,211.81723022460938,0.09951048975524489,0.1,5.188272476196289,0,1.2163541316986084
9833,212.92742276191711,0.0995088414044207,-1,4.522934436798096,0,0.8945866823196411
9883,214.60179328918457,0.09950634390317195,-1,1.3299002647399902,0,0.6142398118972778
9900,215.16986560821533,0.09950549475274738,0.1,4.717494487762451,0,1.3308238983154297
9933,216.27914905548096,0.09950384640192321,-1,1.2776811122894287,0,0.6453002691268921
9983,217.9470934867859,0.09950134890067446,-1,3.296229124069214,0,1.4165797233581543
10000,218.51873922348022,0.09950049975024988,0.1,3.899059772491455,0,2.1447713375091553
10033,219.6212649345398,0.0994988513994257,-1,1.9536460638046265,0,0.4386058449745178
10083,221.2922236919403,0.09949635389817696,-1,1.4678056240081787,0,1.9619073867797852
10100,221.86026692390442,0.09949550474775239,0.1,5.0223002433776855,0,1.4877307415008545
10133,222.96108222007751,0.0994938563969282,-1,3.6236586570739746,0,0.31754595041275024
10183,224.63431024551392,0.09949135889567945,-1,2.1099464893341064,0,0.9786381721496582
10200,225.19942545890808,0.09949050974525488,0.1,3.3977160453796387,0,0.19964617490768433
10233,226.2991189956665,0.09948886139443071,-1,1.8652185201644897,0,1.122679352760315
10283,227.97382497787476,0.09948636389318195,-1,1.6706775426864624,0,1.623058795928955
10300,228.54711651802063,0.09948551474275738,0.1,4.613926410675049,0,0.5213473439216614
10333,229.6561143398285,0.0994838663919332,-1,2.1549313068389893,0,0.18247906863689423
10383,231.33320832252502,0.09948136889068446,-1,1.544371485710144,0,0.6994532942771912
10400,231.9000494480133,0.09948051974025987,0.1,4.583474636077881,0,0.41051530838012695
10433,233.01091265678406,0.0994788713894357,-1,1.631646752357483,0,0.5431193113327026
10483,234.68473362922668,0.09947637388818695,-1,1.4312597513198853,0,0.39794921875
10500,235.25780820846558,0.09947552473776237,0.1,3.2581028938293457,0,0.4684520363807678
10533,236.368999004364,0.09947387638693819,-1,1.128005862236023,0,1.2105607986450195
10599,238.57577466964722,0.09947057968528984,-1,5.011838912963867,0,1.5007500648498535
10600,238.60696578025818,0.09947052973526488,0.1,2.889803171157837,0,0.720842719078064
10649,240.25010752677917,0.0994680821840411,-1,2.0806005001068115,0,0.869706392288208
